item_seq,product_name,search_name,ingredients,maker,image,interaction_text
195700020,활명수,활명수,,동화약품(주),,
195900034,신신티눈고(살리실산반창고)(수출명:SINSINCORNPLASTER),신신티눈고,,신신제약(주),,"메토트렉세이트, 설포닐우레아, 다른 국소 적용 약물과 함께 사용 시 의사 또는 약사와 상의하십시오."
195900043,아네모정,아네모,,삼진제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pvn3im1f27,"위장진통ㆍ진경제, 테트라사이클린계 항생제와 함께 복용하지 마십시오."
197100015,타치온정50밀리그램(글루타티온(환원형)),타치온,글루타티온,동아제약(주),,
197400207,겔포스현탁액(인산알루미늄겔),겔포스,인산알루미늄겔,(주)보령,,테트라사이클린계 항생물질과 함께 사용하지 마십시오.
197700189,일양노이겔현탁액(규산알루민산마그네슘),일양노이,규산알루민산마그네슘,일양약품(주),,테트라사이클린계 항생제와 함께 복용 시 의사 또는 약사와 상의하십시오.
195900045,자모,자모,,씨에이치디제약주식회사,,"이 약을 복용하는 동안 다른 진해거담제, 감기약, 항히스타민제를 함유하는 내복약(비염용 경구제, 멀미약, 알레르기용약), 진정제 등을 복용하지 마십시오. MAO 억제제(항우울제, 항정신병제, 감정조절제, 항파킨슨제 등)를 복용하고 있거나 복용을 중단한 후 2주 이내의 사람은 이 약을 복용하지 마십시오. 복용시에는 음주하지 마십시오."
196000011,페니라민정(클로르페니라민말레산염),페니라민,클로르페니라민말레산염,(주)유한양행,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Orz9gcUHnw,"이 약을 복용하는 동안 MAO 억제제를 복용하지 마십시오. 알코올, 중추신경억제제, 페니토인을 함께 복용 시 의사 또는 약사와 상의하십시오."
197800242,일양노이시린에이정(규산알루민산마그네슘),일양노이시린에이,규산알루민산마그네슘,일양약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148674126111200110,테트라사이클린계 항생제와 함께 복용 시 의사 또는 약사와 상의하십시오.
198401161,세나서트2밀리그람질정,세나서트2밀리그람질,,알보젠코리아(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6EVc,
199100317,대한염화나트륨액,대한염화나트륨,,대한약품공업(주),,
199100655,옵타젠트점안액(포비돈),옵타젠트,포비돈,삼일제약(주),,
196200034,삐콤정,삐콤,,(주)유한양행,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153495248483300010,레보도파와 함께 복용하지 마십시오.
196400046,게루삼정,게루삼,,삼남제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154307400984500104,테트라사이클린계 항생제와 함께 복용하지 마십시오.
196400089,"보화소합원(대환,소환)",보화소합원,대환|소환,원광제약(주),,"칼륨함유제제, 감초함유제제, 글리시리진산 혹은 그 염류 함유제제, 루프계 이뇨제(푸로세미드, 에타크린산) 또는 티아지드계 이뇨제(트리클로르메티아지드)를 복용하는 사람은 의사 또는 약사와 상의하십시오."
196500051,지엘타이밍정(카페인무수물),지엘타이밍,카페인무수물,지엘팜텍(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NAT_bwbZd9,
199303012,엔클비액(염화나트륨),엔클비,염화나트륨,한림제약(주),,
199400693,지노콜시럽(구연산부타미레이트),지노콜,구연산부타미레이트,동성제약(주),,
199502669,제로미아액,제로미아,,오스템파마주식회사,,
196600011,베스타제정,베스타제,,동아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pvn4v0yLxr,
196600012,베스타제당의정,베스타제당의,,동아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MoApPycZgS,
196600063,원비디,원비디,,일양약품(주),,
196700061,에어신신파스,에어신신파스,,신신제약(주),,
199604959,미보(MEBO)연고,미보,,(주)한도상사,,
199803472,한림포비돈점안액(수출명:한비돈점안액),한림포비돈,,한림제약(주),,
199806423,포스테리산좌제,포스테리,,동화약품(주),,
196800036,판콜에이내복액,판콜에이내복,,동화약품(주),,"아세트아미노펜을 포함하는 다른 제품, MAO억제제(항우울제, 항정신병제, 감정조절제, 항파킨슨제 등), 진해거담제, 다른 감기약, 해열진통제, 진정제, 항히스타민제를 함유하는 내복약(비염용 경구제, 멀미약, 알레르기용약)과 함께 복용하지 마십시오. 당뇨약, 통풍약, 관절염약, 항응고제, 스테로이드제, 바르비탈계 약물, 삼환계 항우울제, 알코올과 함께 복용 시 의사 또는 약사와 상의하십시오. 복용 중에는 음주하지 마십시오."
196900058,코푸시럽에스,코푸시럽에스,,(주)유한양행,,"MAO 억제제(항우울제, 항정신병제, 감정조절제, 항파킨슨제 등), 다른 진해거담제, 감기약, 항히스타민제, 진정제, 알코올과 함께 복용하지 마십시오. MAO 억제제(항우울제, 항정신병제, 감정조절제, 항파킨슨제 등) 복용을 중단한 후 2주 이내의 사람은 이 약을 복용하지 마십시오. 복용 중에는 음주하지 마십시오."
199806424,포스테리산연고,포스테리,,동화약품(주),,
200009088,로와치넥스캡슐,로와치넥스,,(주)한국팜비오,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428288104000061,
197000037,아로나민골드정,아로나민골드,,일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609810414600027,레보도파와 함께 복용하지 마십시오. 에스트로겐을 포함한 경구용 피임제와 함께 복용 시 의사 또는 약사와 상의하십시오.
197000040,대웅우루사연질캡슐,대웅우루사,,(주)대웅제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUcd74,"경구용 당뇨병용제(톨부타미드), 콜레스티라민, 콜레스티폴, 약용탄, 마그네슘 및 수산화알루미늄을 함유하는 제산제, 간에서 콜레스테롤 분비를 증가시키는 약물(예: 에스트로겐 함유 경구용 피임제, 클로피브레이트와 같은 지질감소약물, 간에 손상을 주는 약물과 함께 복용하지 마십시오."
197000053,액티피드정,액티피드,,삼일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369816808500002,"혈압강하제, 알코올, 중추신경억제제(수면제, 진정제, 안정제), MAO 억제제, 교감신경흥분제, 삼환계 항우울약, 구아네티딘, 브레틸리움, 베타나이드, 데브리소퀸, 메칠도파, 교감신경성약(충혈제거제, 식욕억제제, 암페타민류의 신경자극제), 및 아드레날린 저해제(억제제)와 함께 복용하지 마십시오."
200200836,태극아즈렌에스연고(구아야줄렌),태극아즈렌에스,구아야줄렌,태극제약(주),,
197000076,보나링에이정(디멘히드리네이트),보나링에이,디멘히드리네이트,일양약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs9gg,"MAO 억제제를 함께 복용하지 마십시오.바르비탈계 약물, 마취제 등의 중추신경억제제, 아미노글리코사이드계 항생물질(스트렙토마이신, 카나마이신 등), 아트로핀 및 아트로핀계 약물을 함께 사용 시 의사 또는 약사와 상의하십시오.복용 중에는 음주하지 마십시오."
197100059,쎄레스톤지크림,쎄레스톤지,,(주)유한양행,,
197100081,키모랄에스정,키모랄에스,,(주)에이프로젠바이오로직스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NjeveJRSOJ,항응고제를 함께 사용 시 의사 또는 약사와 상의하십시오.
200201397,프리비투스현탁액(레보클로페라스틴펜디조산염),프리비투스,레보클로페라스틴펜디조산염,대원제약(주),,"항히스타민제, 항세로토닌, 근이완제(파파베린)와 함께 사용 시 의사 또는 약사와 상의하십시오."
200300960,노루모현탁액,노루모,,일양약품(주),,테트라시아클린계 항생물질을 함께 복용하지 마십시오.이 약의 흡착작용 또는 소화관내·체액의 pH상승에 의해 함께 복용하는 약물의 흡수·배설에 영향을 줄 수 있습니다.
197200483,뇌선,뇌선,,씨에이치디제약주식회사,,"다른 해열진통제, 감기약, 진정제와 함께 복용하지 마십시오. 바르비탈계 약물, 삼환계 항우울제, 알코올, 플루클록사실린과 함께 복용 시 의사 또는 약사와 상의하십시오. 복용 중에는 음주하지 마십시오."
197300075,성광관장약,성광관장약,,(주)퍼슨,,
197400199,안국니트로푸라존연고,안국니트로푸라존,,안국약품(주),,
200301479,이벤캡슐,이벤,,오스틴제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pvn3im1heH,
200301820,티어드롭점안액2%(포비돈),티어드롭,포비돈,한미약품(주),,
200402866,리렌스연고(구아야줄렌),리렌스,구아야줄렌,(주)씨엠지제약,,
197400246,마그밀정(수산화마그네슘),마그밀,수산화마그네슘,삼남제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OZiugAPfPm,"테트라사이클린계 항생물질을 함께 복용하지 마십시오. 다량의 우유, 칼슘제제와 함께 복용 시 우유 알칼리 증후군(고칼슘혈증, 고질소혈증, 알칼리증 등)이 나타날 수 있으므로 의사 또는 약사와 상의하십시오."
197400262,트레스탄캡슐,트레스탄,,삼진제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152855882703400021,MAO 저해제(억제제) 및 알코올 등 및 기타 중추신경억제제와 함께 복용하지 마십시오.
197400277,뮤코졸정(브롬헥신염산염),뮤코졸,브롬헥신염산염,부광약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NvwvvpENiE,"이 약을 복용하기 전에 에리트로마이신, 세팔렉신, 세푸록심, 아목시실린, 독시사이클린, 옥시테트라사이클린 등의 항생제를 복용하는 환자는 의사 또는 약사와 상의하십시오."
200501105,태극아즈렌에스크림(구아야줄렌),태극아즈렌에스,구아야줄렌,태극제약(주),,
200511332,코네티비나겔(히알루론산나트륨),코네티비나,히알루론산나트륨,(주)동인제약,,
200603947,코네티비나거즈(히알루론산나트륨),코네티비나거즈,히알루론산나트륨,(주)동인제약,,
200709913,제스판골드정,제스판골드,,(주)종근당,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O3VwdlngvE,
197400343,"신일브롬헥신염산염정
(수출명 : BIVOTUME, BIVO)",신일브롬헥신염산염,,신일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427572144400033,"이 약을 복용하기 전에 에리트로마이신, 세팔렉신, 세푸록심, 아목시실린, 독시사이클린, 옥시테트라사이클린 등의 항생제를 복용하는 환자는 의사 또는 약사와 상의하십시오."
197400416,유락신연고(크로타미톤),유락신,크로타미톤,(주)녹십자,,
197500088,암포젤정(건조수산화알루미늄겔),암포젤,건조수산화알루미늄겔,일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v2fV,"테트라사이클린계 항생물질을 함께 복용하지 마십시오.이 약의 흡착작용 또는 소화관내, 체액의 pH상승에 의해 함께 복용하는 약물의 흡수, 배설에 영향을 줄 수 있습니다."
197600172,포타딘액(포비돈요오드),포타딘,포비돈요오드,삼일제약(주),,"과산화수소를 함께 사용하지 마십시오.리튬제제, 클로르헥시딘, 설파디아진 은화합물, 알칼리, 수은을 함유한 제제, 효소성분의 상처치료제를 함께 사용 시 의사 또는 약사와 상의하십시오."
200800378,큐앤큐바셀린윤나거즈,큐앤큐바셀린윤나거즈,,큐앤큐팜(주),,
200903570,케어번연고(구아야줄렌),케어번,구아야줄렌,(주)한국파비스제약,,
197500016,낙센정(나프록센),낙센,나프록센,(주)종근당,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427297681200156,"다른 비스테로이드성 소염진통제, 아스피린, 고용량의 메토트렉세이트와 함께 복용하지 마십시오. 히단토인계 항간질제, 설파제, 설포닐요소계 혈당강하제, 프로프라놀롤 및 다른 -차단제, ACE 억제제(캅토프릴 등), 루프계 이뇨제 및 티아지드계 이뇨제, 프로베네시드, 리튬, 저용량의 메토트렉세이트, 쿠마린계 혈액응고저지제(와파린 등), 지도부딘, 뉴퀴놀론계 항생물질(에녹사신 등)과 함께 복용 시 의사 또는 약사와 상의하십시오."
200904391,핑크프로캡슐,핑크프로,,(주)한국파비스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426429003700047,
200904579,베로타정,베로타,,(주)바스칸바이오제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NjzNPWEkNV,
200904649,파라스트캡슐,파라스트,,(주)테라젠이텍스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426433479800019,
197600174,액티피드시럽,액티피드,,삼일제약(주),,"혈압강하제, 알코올, 중추신경억제제(수면제, 진정제, 안정제), MAO 억제제, 교감신경흥분제, 삼환계 항우울약, 구아네티딘, 브레틸리움, 베타나이드, 데브리소퀸, 메칠도파, 교감신경성약(충혈제거제, 식욕억제제, 암페타민류의 신경자극제), 및 아드레날린 저해제(억제제)와 함께 복용하지 마십시오."
197600345,페리나정,페리나,,삼진제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pvn3im1xf1,"MAO억제제(항우울제, 항정신병제, 감정조절제, 항파킨슨제 등)와 함께 복용하지 마십시오. 다른 비염용 경구제, 항히스타민제를 함유하는 내복약(감기약, 진해거담제, 멀미약, 알레르기용약 등)과 함께 복용하지 마십시오. 복용 중에는 음주하지 마십시오."
200905978,번세이프크림(구아야줄렌),번세이프,구아야줄렌,오스틴제약(주),,
200906270,액티몰스액(시트룰린말산염),액티몰스,시트룰린말산염,(주)한국팜비오,,
200906476,비거스액(시트룰린말산염),비거스,시트룰린말산염,(주)넥스팜코리아,,
197600412,로프민캡슐(로페라미드염산염),로프민,로페라미드염산염,영일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N-191WfV1w,"퀴니딘, 리토나비르와 함께 복용 시 의사 또는 약사와 상의하십시오."
197600483,신일비사코딜정,신일비사코딜,,신일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nk2K_pikjU,"이뇨제, 부신피질호르몬제, 다형성 심실빈맥을 초래하는 약물, 제산제와 함께 복용하지 마십시오. 우유 섭취 후 1시간 이내에 이 약을 복용하지 마십시오."
197600539,세가톤트로키(염화세칠피리디늄),세가톤트로키,염화세칠피리디늄,알파제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MaAIzBwRVi,
201301364,제로바액,제로바,,주식회사제뉴원사이언스,,
201305220,글루100정(글루타티온(환원형)),글루100,글루타티온,(주)동구바이오제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426676298300153,
201309340,나오덤크림(구아야줄렌),나오덤,구아야줄렌,신신제약(주),,
201402801,아줄린연고(구아야줄렌),아줄린,구아야줄렌,(주)퍼슨,,
197600614,갈타제산(베타-갈락토시다제(아스퍼길루스)),갈타제,베타-갈락토시다제,현대약품(주),,
197600722,리나치올시럽(카르보시스테인)(수출명:HyundiolSyrup),리나치올,,현대약품(주),,항생물질과 트리메토퀴놀염산염을 함유하는 시럽제와 함께 복용하는 경우 따로따로 복용하십시오.
197700312,안티비오과립75밀리그람(락토바실루스아시도필루스)(수출용),안티비오과립75밀리그람,,한화제약(주),,
197700322,액티페린정,액티페린,,영일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlsN,"혈압강하제, 알코올, 중추신경억제제(수면제, 진정제, 안정제), MAO 억제제, 교감신경흥분제, 삼환계 항우울약, 구아네티딘, 브레틸리움, 베타나이드, 데브리소퀸, 메칠도파, 교감신경성약(충혈제거제, 식욕억제제, 암페타민류의 신경자극제), 및 아드레날린 저해제(억제제)와 함께 복용하지 마십시오."
197700120,부루펜정200밀리그램(이부프로펜),부루펜,이부프로펜,삼일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v45V,"항암요법으로 고용량 메토트렉세이트를 투여중인 환자, 다른 비스테로이드성 소염진통제와 함께 이 약을 복용하지 마십시오. 이 약을 복용하기 전에 저용량 아스피린, ACE 저해제 복용자, 리튬, 푸로세미드 및 티아지드계 이뇨제, 저용량 메토트렉세이트, 쿠마린계 항응혈제(와파린 등), 선택적 세로토닌 재흡수억제제를 복용하는 환자는 의사 또는 약사와 상의하십시오."
201404287,리포유정,리포유,,(주)휴비스트제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NYnLMpxg72,
201404804,씨티엠액(시트룰린말산염),씨티엠,시트룰린말산염,(주)한국파마,,
201405771,리쥬비넥스크림(폴리데옥시리보뉴클레오티드나트륨),리쥬비넥스,폴리데옥시리보뉴클레오티드나트륨,(주)파마리서치,,
201707149,뮤코베리어액(히알루론산나트륨),뮤코베리어,히알루론산나트륨,(주)한국팜비오,,
197800027,데카키논캡슐(유비데카레논),데카키논,유비데카레논,에이치케이이노엔(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N266HhBiUg,
197800212,로파인캡슐(로페라미드염산염),로파인,로페라미드염산염,태극제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148604293243500073,"퀴니딘, 리토나비르와 함께 복용 시 의사 또는 약사와 상의하십시오."
197800391,메코민캡슐(메코발라민),메코민,메코발라민,신일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Okvg5XuiDL,"클로람페니콜, 아미노글리코사이드 등 항생제, 메토트렉세이트, 피리메타민, 콜키신, 페니토인, 페노바르비탈, 프리미돈, 파라아미노살리실산, H2 수용체 길항제, 과량의 알코올을 섭취한 사람은 의사 또는 약사와 상의하십시오."
201707455,나스타제정,나스타제,,(주)한국파마,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NhETqzLMkB,
201708567,헤파톡시온정(글루타티온(환원형)),헤파톡시온,글루타티온,(주)마더스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153676522674200083,
201800613,아줄렌에스연고(구아야줄렌),아줄렌에스,구아야줄렌,(주)에이프로젠바이오로직스,,
197800466,리나치올캡슐375밀리그램(카르보시스테인)(수출명:HyundiolCapsule375Mg),리나치올,,현대약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151326603582900051,
197900171,후시딘연고(퓨시드산나트륨),후시딘,퓨시드산나트륨,동화약품(주),,
197900219,마스질정(클레마스틴푸마르산염),마스질,클레마스틴푸마르산염,태극제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pvn3im1aJs,"MAO저해제를 함께 복용하지 마십시오.알코올 및 중추신경 억제제(최면제, 진정제, 신경안정제 등), 항콜린제와 함께 복용할 경우 의사 또는 약사와 상의하십시오."
201801725,브레인플러스정(수출용),브레인플러스,,(주)아이월드제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153495248483200092,
201802106,트루맥스액(시트룰린말산염),트루맥스,시트룰린말산염,(주)아이월드제약,,
197900277,게보린정(수출명:돌로린정),게보린,,삼진제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N5PLuAiUvi,"바르비탈계 약물, 삼환계 항우울제, 다른 소염(항염)진통제, 다른 해열진통제, 아세트아미노펜을 포함하는 다른 제품, 알코올과 함께 이 약을 복용하지 마십시오. 이 약을 복용하기 전에 와파린, 리튬, 티아지드계 이뇨제를 복용한 환자는 의사 또는 약사와 상의하십시오."
197900411,스파토민캡슐(디시클로민염산염),스파토민,디시클로민염산염,조아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6IJj,"페노티아진계 약물, 삼환계 항우울약, MAO억제제, 마약성진통제, 부정맥용제, 벤조디아제핀계 약물과 함께 복용 시 의사 또는 약사와 상의하십시오."
201804689,아이치온정(글루타티온(환원형)),아이치온,글루타티온,일양약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154777200732000104,
201903110,안티렌크림(구아야줄렌),안티렌,구아야줄렌,(주)일화,,
201904177,더블유녹스정(글루타티온(환원형)),더블유녹스,글루타티온,(주)휴비스트제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NNuh6mJovq,
198000168,포타딘연고(포비돈요오드),포타딘,포비돈요오드,삼일제약(주),,"과산화수소와 함께 사용하지 마십시오.리튬제제, 클로르헥시딘, 설파디아진ㆍ은화합물, 알칼리, 수은을 함유한 제제, 효소성분의 상처치료제와 함께 사용 시 의사 또는 약사와 상의하십시오."
198000170,포리부틴정(트리메부틴말레산염),포리부틴,트리메부틴말레산염,삼일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pb_3_20w3j,
198000304,뮤코론캡슐375밀리그램(카르보시스테인),뮤코론,카르보시스테인,부광약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvl6Q,
201908278,리큐번크림(구아야줄렌),리큐번,구아야줄렌,동아제약(주),,
202000172,루치온정100mg(글루타티온(환원형)),루치온,글루타티온,대한뉴팜(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NNuh6mJnTm,
202001466,루치온정50밀리그램(글루타티온(환원형)),루치온,글루타티온,대한뉴팜(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NNuh6mJnUg,
202007611,후모레스액,후모레스,,(주)셀비온,,
198000440,오로페롤연질캡슐100밀리그램(토코페롤아세테이트),오로페롤,토코페롤아세테이트,신일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PUJLZh-j0i,"에스트로겐이 포함된 경구(먹는)용 피임약, 비타민 A, K제 및 경구(먹는)용 항응고제, 비만치료제(오르리스타트), 광유성 사하제(기름성 설사약), 철분제, 정주용 지질제와 함께 사용 시 의사 또는 약사와 상의하십시오."
198100119,우루사정100밀리그램(우르소데옥시콜산),우루사,우르소데옥시콜산,(주)대웅제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pb_3_20w5z,"경구용 당뇨병제(톨부타미드), 콜레스티라민, 콜레스티폴, 약용탄, 마그네슘 및 수산화알루미늄을 함유하는 제산제, 간에서 콜레스테롤 분비를 증가시키는 약물(에스트로겐 함유 경구용 피임제, 클로피브레이트와 같이 지질감소약물), 간에 손상을 주는 약물을 함께 복용하지 마십시오."
198100234,제이알히드로코르티손연고,제이알히드로코르티손,,(주)비보존제약,,
202007980,유린타민캡슐,유린타민,,현대약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlMh,
202008212,웰스글루치온정(글루타티온(환원형)),웰스글루치온,글루타티온,(주)넥스팜코리아,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OpUNcKXinq,
198100428,스파부틴정100밀리그램(트리메부틴말레산염),스파부틴,트리메부틴말레산염,한미약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ONpCOpRd47,
198200011,신풍겐타마이신황산염크림,신풍겐타마이신황산염,,신풍제약(주),,
198200057,알레크롬점안액(크로모글리크산나트륨),알레크롬,크로모글리크산나트륨,이연제약(주),,
198200102,바네포연고,바네포,,대한약품공업(주),,
202203745,스퓨클액,스퓨클,,(주)한국호넥스,,
202301269,유린쿨캡슐,유린쿨,,진양제약(주),,
202302457,글루디톡정(글루타티온(환원형)),글루디톡,글루타티온,태극제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OqoN-3zWwk,
202400124,코네티비나크림(히알루론산나트륨),코네티비나,히알루론산나트륨,(주)동인제약,,
198200120,타라부틴정(트리메부틴말레산염)(수출명:뉴트리소젠정),타라부틴,,국제약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OrgEjHwC9E,
198200504,"베부틴정(트리메부틴말레산염)(수출용)(수출명:영일트리메부틴정,TRISPASMTab)",베부틴,,영일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlrp,
198200689,리나치올시럽5%(카르보시스테인)(수출명:HyundiolSyrup5%),리나치올,,현대약품(주),,항생물질과 트리메토퀴놀염산염을 함유하는 시럽제와 혼합해서 복용하지 마시고 따로따로 복용하십시오.
202400885,화이트티온정(글루타티온(환원형)),화이트티온,글루타티온,(주)씨엠지제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P3diGKSDH8,
202401391,리큐크린액(염화나트륨),리큐크린,염화나트륨,메딕스제약(주),,
202502554,더마그램피디알엔크림(폴리데옥시리보뉴클레오티드나트륨),더마그램피디알엔,폴리데옥시리보뉴클레오티드나트륨,(주)종근당,,
198200799,바스포연고,바스포,,(주)녹십자,,
198300064,아나프록스정(나프록센나트륨),아나프록스,나프록센나트륨,(주)종근당,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NX0PYltLaw,"다른 비스테로이드성 소염진통제 및 나프록센 유도체와 함께 복용하지 마십시오. 히단토인계 항간질제, 설파제, 설포닐요소계 혈당강하제, 프로프라놀롤 및 다른 -차단제, ACE 저해제(캅토프릴 등), 루프계 및 티아지드계 이뇨제, 프로베네시드, 아스피린, 리튬, 메토트렉세이트, 쿠마린계 항응혈제(와파린 등), 지도부딘, 뉴퀴놀론계 항생물질(에녹사신 등)을 함께 복용 시 의사 또는 약사와 상의하십시오."
198300147,엘칸액(엘-카르니틴),엘칸,엘-카르니틴,일동제약(주),,
198300343,부루펜정400밀리그램(이부프로펜),부루펜,이부프로펜,삼일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v465,"다른 비스테로이드성 소염진통제, 저용량 아스피린, 고용량의 메토트렉세이트, 알코올과 함께 복용하지 마십시오. ACE 저해제, 리튬, 푸로세미드 및 티아지드계 이뇨제, 쿠마린계 항응혈제(와파린 등), 선택적 세로토닌 재흡수억제제와 함께 복용 시 의사 또는 약사와 상의하십시오."
198300374,엠코발캡슐(메코발라민),엠코발,메코발라민,동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723193923400143,"클로람페니콜, 아미노글리코사이드 등을 비롯한 대부분의 항생제, 메토트렉세이트, 피리메타민, 콜키신, 페니토인, 페노바르비탈, 프리미돈, 파라아미노살리실산과 함께 복용 시 의사 또는 약사와 상의하십시오."
198300389,삼아탄툼액(벤지다민염산염),삼아탄툼,벤지다민염산염,삼아제약(주),,해열진통제를 사용하는 경우 의사 또는 약사와 상의하십시오.
198300605,파자임-95밀리그램이중정,파자임-이중,,부광약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1McVeGQyqQL,이 약을 복용하기 전에 다른 약물을 복용하고 있는 경우 의사 또는 약사와 상의하십시오.
198301005,리나치올캡슐500밀리그람(카르보시스테인)(수출명:HyundiolCapsule500Mg),리나치올캡슐500밀리그람,,현대약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151326603582900057,
198400096,크린조(염화나트륨),크린조,염화나트륨,제이더블유중외제약(주),,
198400182,베노론캡슐(디오스민),베노론,디오스민,한올바이오파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317968049100010,
198400249,제일핫파프(군납명:노닐산바닐아미드카타플라스마제),제일핫파프,,제일헬스사이언스(주),,
198400250,제일쿨파프,제일쿨파프,,제일헬스사이언스(주),,
198400131,스코펜정400밀리그램(이부프로펜),스코펜,이부프로펜,(주)에이프로젠바이오로직스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427336539800031,"다른 비스테로이드성 소염진통제, 저용량 아스피린, 고용량의 메토트렉세이트와 함께 복용하지 마십시오. ACE 저해제, 리튬, 푸로세미드 및 티아지드계 이뇨제, 쿠마린계 항응혈제(와파린 등), 선택적 세로토닌 재흡수억제제와 함께 복용 시 의사 또는 약사와 상의하십시오."
