ingredient_a,ingredient_b,severity,mechanism,advice,min_interval_hours,source
리파부틴,아수나프레비르,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
리팜피신,아수나프레비르,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
리토나비르,아수나프레비르,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
시롤리무스,아수나프레비르,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
세인트존스워트,아수나프레비르,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
베라파밀,아수나프레비르,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
보리코나졸,아수나프레비르,5,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음,,,식약처 DUR 병용금기
다클라타스비르,아미오다론,5,중대한 증상성 서맥이 나타날 수 있음. 병용이 필요한 경우 심장 모니터링이  권장됨,,,식약처 DUR 병용금기
다클라타스비르,카르바마제핀,5,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
다클라타스비르,덱사메타손,5,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
다클라타스비르,엔잘루타마이드,5,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
다클라타스비르,포스페니토인,5,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
다클라타스비르,미토테인,5,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
다클라타스비르,옥스카르바제핀,5,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
다클라타스비르,페노바르비탈,5,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
다클라타스비르,페니토인,5,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
다클라타스비르,프리미돈,5,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
다클라타스비르,리파부틴,5,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
다클라타스비르,리팜피신,5,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
다클라타스비르,세인트존스워트,5,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
소포스부비르,아미오다론,5,중대한 증상성 서맥이 나타날 수 있음. 병용이 필요한 경우 심장 모니터링이  권장됨,,,식약처 DUR 병용금기
소포스부비르,카르바마제핀,5,소포스부비르 혈장 농도를 현저히 떨어트려 소포스부비르의 치료 효과를 감소시킬 수 있음,,,식약처 DUR 병용금기
소포스부비르,포스페니토인,5,소포스부비르 혈장 농도를 현저히 떨어트려 소포스부비르의 치료 효과를 감소시킬 수 있음,,,식약처 DUR 병용금기
모다피닐,소포스부비르,5,소포스부비르 농도를 감소시켜 소포스부비르의 치료 효과를 감소시킬 수 있음,,,식약처 DUR 병용금기
소포스부비르,옥스카르바제핀,5,소포스부비르 혈장 농도를 현저히 떨어트려 소포스부비르의 치료 효과를 감소시킬 수 있음,,,식약처 DUR 병용금기
소포스부비르,페노바르비탈,5,소포스부비르 혈장 농도를 현저히 떨어트려 소포스부비르의 치료 효과를 감소시킬 수 있음,,,식약처 DUR 병용금기
소포스부비르,페니토인,5,소포스부비르 혈장 농도를 현저히 떨어트려 소포스부비르의 치료 효과를 감소시킬 수 있음,,,식약처 DUR 병용금기
소포스부비르,프리미돈,5,소포스부비르 혈장 농도를 현저히 떨어트려 소포스부비르의 치료 효과를 감소시킬 수 있음,,,식약처 DUR 병용금기
리파부틴,소포스부비르,5,항바이러스제의 혈중 농도 증가로 부작용 발생위험 증가,,,식약처 DUR 병용금기
리팜피신,소포스부비르,5,소포스부비르 혈장 농도를 현저히 떨어트려 소포스부비르의 치료 효과를 감소시킬 수 있음,,,식약처 DUR 병용금기
세인트존스워트,소포스부비르,5,소포스부비르 혈장 농도를 현저히 떨어트려 소포스부비르의 치료 효과를 감소시킬 수 있음,,,식약처 DUR 병용금기
레디파스비르,아미오다론,5,중대한 증상성 서맥이 나타날 수 있음. 병용이 필요한 경우 심장 모니터링이  권장됨,,,식약처 DUR 병용금기
레디파스비르,카르바마제핀,5,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,,,식약처 DUR 병용금기
레디파스비르,포스페니토인,5,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,,,식약처 DUR 병용금기
레디파스비르,모다피닐,5,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,,,식약처 DUR 병용금기
레디파스비르,옥스카르바제핀,5,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,,,식약처 DUR 병용금기
레디파스비르,페노바르비탈,5,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,,,식약처 DUR 병용금기
레디파스비르,페니토인,5,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,,,식약처 DUR 병용금기
레디파스비르,프리미돈,5,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,,,식약처 DUR 병용금기
레디파스비르,리파부틴,5,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,,,식약처 DUR 병용금기
레디파스비르,리팜피신,5,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,,,식약처 DUR 병용금기
레디파스비르,로수바스타틴,5,"로수바스타틴 농도를 현저하게 증가시킬 수 있으며, 이는 횡문근융해증을 포함하여 근육병증의 위험 증가",,,식약처 DUR 병용금기
레디파스비르,세인트존스워트,5,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,,,식약처 DUR 병용금기
메토트렉세이트,티아프로펜산,5,methotrexate ≥ 15mg/주에 한해 금기,,,식약처 DUR 병용금기
이트라코나졸,티카그렐러,5,티카그렐러는 이트라코나졸에 의해 혈장농도가 증가 가능,,,식약처 DUR 병용금기
넬피나비어,란소프라졸,5,치료효과의 손실과 약물내성 나타날 수 있음,,,식약처 DUR 병용금기
아토르바스타틴,푸시딘산,5,횡문근융해와 같은 중증의 근육이상 보고,,,식약처 DUR 병용금기
콜키신,클래리트로마이신,5,콜키신에 대한 노출 증가 가능,,,식약처 DUR 병용금기
아미오다론,히드록시진,5,심부정맥 위험 증가 가능,,,식약처 DUR 병용금기
시탈로프람,히드록시진,5,심부정맥 위험 증가 가능,,,식약처 DUR 병용금기
에스시탈로프람,히드록시진,5,심부정맥 위험 증가 가능,,,식약처 DUR 병용금기
할로페리돌,히드록시진,5,심부정맥 위험 증가 가능,,,식약처 DUR 병용금기
레보플록사신,히드록시진,5,심부정맥 위험 증가 가능,,,식약처 DUR 병용금기
메플로퀸,히드록시진,5,심부정맥 위험 증가 가능,,,식약처 DUR 병용금기
목시플록사신,히드록시진,5,심부정맥 위험 증가 가능,,,식약처 DUR 병용금기
에리트로마이신,히드록시진,5,심부정맥 위험 증가 가능,,,식약처 DUR 병용금기
펜타미딘,히드록시진,5,심부정맥 위험 증가 가능,,,식약처 DUR 병용금기
소타롤,히드록시진,5,심부정맥 위험 증가 가능,,,식약처 DUR 병용금기
토레미펜,히드록시진,5,심부정맥 위험 증가 가능,,,식약처 DUR 병용금기
반데타닙,히드록시진,5,심부정맥 위험 증가 가능,,,식약처 DUR 병용금기
아미트리프틸린,옥시메타졸린,5,고혈압 초래 가능혈관수축작용으로 혈압상승 가능,,,식약처 DUR 병용금기
도티에핀,옥시메타졸린,5,고혈압 초래 가능 혈관수축작용으로 혈압상승 가능,,,식약처 DUR 병용금기
독세핀,옥시메타졸린,5,고혈압 초래 가능 혈관수축작용으로 혈압상승 가능,,,식약처 DUR 병용금기
옥시메타졸린,이미프라민,5,고혈압 초래 가능 혈관수축작용으로 혈압상승 가능,,,식약처 DUR 병용금기
노르트립틸린,옥시메타졸린,5,고혈압 초래 가능혈관수축작용으로 혈압상승 가능,,,식약처 DUR 병용금기
다비가트란에텍실레이트,리팜피신,5,다비가트란의 혈중농도 증가,,,식약처 DUR 병용금기
리네졸리드,설트랄린,5,세로토닌 증후군 위험 증가 가능성,,,식약처 DUR 병용금기
넬피나비어,판토프라졸,5,넬피나비르의 혈장농도가 감소되어 치료효과의 손실과 약물 내성이 나타날 수 있음.,,,식약처 DUR 병용금기
넬피나비어,에스판토프라졸,5,넬피나비르의 혈장농도가 감소되어 치료효과의 손실과 약물 내성이 나타날 수 있음.,,,식약처 DUR 병용금기
이트라코나졸,팔보시클립,5,팔보시클립의 혈장 농도 증가,,,식약처 DUR 병용금기
팔보시클립,포사코나졸,5,팔보시클립의 혈장 농도 증가,,,식약처 DUR 병용금기
로피나비르,팔보시클립,5,팔보시클립의 혈장 농도 증가,,,식약처 DUR 병용금기
넬피나비어,팔보시클립,5,팔보시클립의 혈장 농도 증가,,,식약처 DUR 병용금기
리토나비르,팔보시클립,5,팔보시클립의 혈장 농도 증가,,,식약처 DUR 병용금기
엔잘루타마이드,팔보시클립,5,팔보시클립의 혈장 농도 증가,,,식약처 DUR 병용금기
리팜피신,팔보시클립,5,팔보시클립의 혈장 농도 증가,,,식약처 DUR 병용금기
아목사핀,옥시메타졸린,5,고혈압 초래 가능혈관수축작용으로 혈압상승 가능,,,식약처 DUR 병용금기
다비가트란에텍실레이트,케토코나졸,5,다비가트란의 혈중농도 증가,,,식약처 DUR 병용금기
다비가트란에텍실레이트,카르바마제핀,5,다비가트란의 혈중농도 증가,,,식약처 DUR 병용금기
다비가트란에텍실레이트,세인트존스워트,5,다비가트란의 혈중농도 증가,,,식약처 DUR 병용금기
케토코나졸,팔보시클립,5,팔보시클립의 혈장 농도 증가,,,식약처 DUR 병용금기
인디나빌,팔보시클립,5,팔보시클립의 혈장 농도 증가,,,식약처 DUR 병용금기
옥시메타졸린,클로미프라민,5,고혈압 초래 가능혈관수축작용으로 혈압상승 가능,,,식약처 DUR 병용금기
카르바마제핀,팔보시클립,5,팔보시클립의 혈장 농도 증가,,,식약처 DUR 병용금기
팔보시클립,페니토인,5,팔보시클립의 혈장 농도 증가,,,식약처 DUR 병용금기
세인트존스워트,팔보시클립,5,팔보시클립의 혈장 농도 감소,,,식약처 DUR 병용금기
다비가트란에텍실레이트,페니토인,5,다비가트란의 혈중농도 증가,,,식약처 DUR 병용금기
보리코나졸,팔보시클립,5,팔보시클립의 혈장 농도 증가,,,식약처 DUR 병용금기
클래리트로마이신,팔보시클립,5,팔보시클립의 혈장 농도 증가,,,식약처 DUR 병용금기
엘바스비르,카르바마제핀,5,엘바스비르와 그라조프레비르의 혈장 농도가 유의하게 감소하여 이 약의 바이러스학적 반응 감소 가능,,,식약처 DUR 병용금기
에파비렌즈,엘바스비르,5,엘바스비르와 그라조프레비르의 혈장 농도가 유의하게 감소하여 이 약의 바이러스학적 반응 감소 가능,,,식약처 DUR 병용금기
엘바스비르,페니토인,5,엘바스비르와 그라조프레비르의 혈장 농도가 유의하게 감소하여 이 약의 바이러스학적 반응 감소 가능,,,식약처 DUR 병용금기
리팜피신,엘바스비르,5,엘바스비르와 그라조프레비르의 혈장 농도가 유의하게 감소하여 이 약의 바이러스학적 반응 감소 가능,,,식약처 DUR 병용금기
세인트존스워트,엘바스비르,5,엘바스비르와 그라조프레비르의 혈장 농도가 유의하게 감소하여 이 약의 바이러스학적 반응 감소 가능,,,식약처 DUR 병용금기
사이클로스포린,엘바스비르,5,그라조프레비르의 혈장 농도가 유의하게 증가하여 ALT 상승 위험 증가 가능,,,식약처 DUR 병용금기
다루나비르,엘바스비르,5,그라조프레비르의 혈장 농도가 유의하게 증가하여 ALT 상승 위험 증가 가능,,,식약처 DUR 병용금기
로피나비르,엘바스비르,5,그라조프레비르의 혈장 농도가 유의하게 증가하여 ALT 상승 위험 증가 가능,,,식약처 DUR 병용금기
에티닐에스트라디올,옴비타스비르,5,ALT 수치 상승이 정상최고치(ULN) 대비 5배 이상 나오는 빈도가 유의적으로 높게 나타남,,,식약처 DUR 병용금기
메토트렉세이트,아산화질소,5,"엽산 의존 대사 경로에서 구내염, 골수억제 및 신경독성과 같은 독성을 잠재적으로 유발하는 메토트렉세이트의 효과 증가",,,식약처 DUR 병용금기
겜피브로질,다사부비르,5,"다사부비르의 AUC 약 11배, Cmax 약 2배 증가 다사부비르의 혈중농도 증가는 QT 연장을 일으킬 수 있음.",,,식약처 DUR 병용금기
겜피브로질,셀렉시팍,5,"셀레시팍 노출 약 2배 증가, 셀레시팍 활성대사체 노출 약 11배 증가",,,식약처 DUR 병용금기
디에틸프로피온,부프로피온염산염,5,판막심장병 위험,,,식약처 DUR 병용금기
로카세린,부프로피온염산염,5,안전성 및 유효성 미확립,,,식약처 DUR 병용금기
마진돌,부프로피온염산염,5,폐동맥고혈압 위험 증가,,,식약처 DUR 병용금기
부프로피온염산염,펜디메트라진타르타르산염,5,판막심장병 위험,,,식약처 DUR 병용금기
부프로피온염산염,펜터민,5,판막심장병 위험,,,식약처 DUR 병용금기
디에틸프로피온,로카세린,5,판막심장병 위험,,,식약처 DUR 병용금기
로카세린,마진돌,5,폐동맥고혈압 위험 증가,,,식약처 DUR 병용금기
로카세린,펜디메트라진타르타르산염,5,판막심장병 위험,,,식약처 DUR 병용금기
로카세린,펜터민,5,판막심장병 위험,,,식약처 DUR 병용금기
레보도파,할로페리돌,5,Levodopa의 치료효과 감소,,,식약처 DUR 병용금기
아미오다론,할로페리돌,5,QT간격 연장 위험 증가,,,식약처 DUR 병용금기
드로네다론,할로페리돌,5,QT간격 연장 위험 증가,,,식약처 DUR 병용금기
소타롤,할로페리돌,5,QT간격 연장 위험 증가,,,식약처 DUR 병용금기
시탈로프람,할로페리돌,5,QT간격 연장 위험 증가,,,식약처 DUR 병용금기
에스시탈로프람,할로페리돌,5,QT간격 연장 위험 증가,,,식약처 DUR 병용금기
아지트로마이신,할로페리돌,5,QT간격 연장 위험 증가,,,식약처 DUR 병용금기
클래리트로마이신,할로페리돌,5,QT간격 연장 위험 증가,,,식약처 DUR 병용금기
레보플록사신,할로페리돌,5,QT간격 연장 위험 증가,,,식약처 DUR 병용금기
목시플록사신,할로페리돌,5,QT간격 연장 위험 증가,,,식약처 DUR 병용금기
클로르프로마진,할로페리돌,5,QT간격 연장 위험 증가,,,식약처 DUR 병용금기
레보메프로마진,할로페리돌,5,QT간격 연장 위험 증가,,,식약처 DUR 병용금기
에리트로마이신,할로페리돌,5,QT간격 연장 위험 증가,,,식약처 DUR 병용금기
피모짓,할로페리돌,5,QT간격 연장 위험 증가,,,식약처 DUR 병용금기
지프라시돈,할로페리돌,5,QT간격 연장 위험 증가,,,식약처 DUR 병용금기
펜타미딘,할로페리돌,5,QT간격 연장 위험 증가,,,식약처 DUR 병용금기
돌라세트론,할로페리돌,5,QT간격 연장 위험 증가,,,식약처 DUR 병용금기
토레미펜,할로페리돌,5,QT간격 연장 위험 증가,,,식약처 DUR 병용금기
반데타닙,할로페리돌,5,QT간격 연장 위험 증가,,,식약처 DUR 병용금기
카르바마제핀,코비시스타트,5,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,,,식약처 DUR 병용금기
라듐-223염화물,아비라테론,5,골절 및 사망률 증가,,,식약처 DUR 병용금기
드로네다론,이트라코나졸,5,"Dronedarone의 혈중농도 증가, TdP를 포함하는 중대한 심실성 부정맥 같은 Dronedarone 관련 약물이상반응 발생 위험이 증가. Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",,,식약처 DUR 병용금기
미졸라스틴,이트라코나졸,5,"Mizolastine의 혈중농도 증가, QT 연장 같은 Mizolastine 관련 약물이상반응 발생 위험이 증가. Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",,,식약처 DUR 병용금기
이리노테칸,이트라코나졸,5,"골수억제, 설사 등 이상반응 증가, Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",,,식약처 DUR 병용금기
이트라코나졸,펠로디핀,5,"Felodipine의 혈중농도 증가, 저혈압 및 말초부종 같은 약물이상반응 발생 위험이 증가. Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",,,식약처 DUR 병용금기
레르카니디핀,이트라코나졸,5,"Lercanidipine의 혈중농도 증가, 저혈압 및 말초부종 같은 약물이상반응 발생 위험이 증가. Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",,,식약처 DUR 병용금기
다폭세틴,이트라코나졸,5,"Dapoxetine의 혈중농도 증가, Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",,,식약처 DUR 병용금기
에리트로마이신,플루코나졸,5,"QT연장, Torsade de pointes 위험성 증가",,,식약처 DUR 병용금기
리파부틴,보리코나졸,5,"Rifabutin의 혈중농도 증가, Voriconazole의 농도 감소",,,식약처 DUR 병용금기
보리코나졸,페노바르비탈,5,"Phenobarbital의 혈중농도 증가, Voriconazole의 농도 감소",,,식약처 DUR 병용금기
보리코나졸,시롤리무스,5,Sirolimus의 농도 증가,,,식약처 DUR 병용금기
보리코나졸,세인트존스워트,5,Voriconazole의 농도 감소,,,식약처 DUR 병용금기
아토르바스타틴,포사코나졸,5,횡문근융해를 비롯한 근육병증 발생가능성 증가,,,식약처 DUR 병용금기
코비시스타트,페노바르비탈,5,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,,,식약처 DUR 병용금기
코비시스타트,페니토인,5,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,,,식약처 DUR 병용금기
코비시스타트,포스페니토인,5,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,,,식약처 DUR 병용금기
리파부틴,코비시스타트,5,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,,,식약처 DUR 병용금기
리팜피신,코비시스타트,5,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,,,식약처 DUR 병용금기
세인트존스워트,코비시스타트,5,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,,,식약처 DUR 병용금기
알푸조신,코비시스타트,5,Alfuzosin 혈중농도 증가,,,식약처 DUR 병용금기
아미오다론,코비시스타트,5,Amiodarone 혈중농도 증가,,,식약처 DUR 병용금기
블로난세린,코비시스타트,5,Blonanserin 혈중농도 증가,,,식약처 DUR 병용금기
디히드로에르고타민,코비시스타트,5,"Dihydroergotamine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",,,식약처 DUR 병용금기
메틸에르고메트린,코비시스타트,5,"Ergometrine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",,,식약처 DUR 병용금기
에르고타민,코비시스타트,5,"Ergotamine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",,,식약처 DUR 병용금기
로바스타틴,코비시스타트,5,"Lovastatin 혈중농도 증가, 횡문근융해를 비롯한 근육병증",,,식약처 DUR 병용금기
심바스타틴,코비시스타트,5,"Simvastatin 혈중농도 증가, 횡문근융해를 비롯한 근육병증",,,식약처 DUR 병용금기
코비시스타트,트리아졸람,5,"Triazolam 혈중농도 증가, 진정 또는 호흡 억제의 연장 또는 증가",,,식약처 DUR 병용금기
실데나필,코비시스타트,5,"Sildenafil 혈중농도 증가, 병용투여 할 경우에는 Sildenafil의 투여용량이 25mg을 초과하지 않도록 하며, 48시간 내 재투여 금지",,,식약처 DUR 병용금기
코비시스타트,타다라필,5,"Tadalafil 혈중농도 증가, 병용투여 할 경우에는 Tadalafil의 투여용량이 10mg을 초과하지 않도록 하며, 72시간 내 재투여 금지",,,식약처 DUR 병용금기
사이클로스포린,아수나프레비르,5,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능,,,식약처 DUR 병용금기
사이클로스포린,심바스타틴,5,혈중농도 상승 및 근육병증/횡문근융해증 위험성 증가,,,식약처 DUR 병용금기
로수바스타틴,사이클로스포린,5,혈중농도 상승 및 근육병증/횡문근융해증 위험성 증가,,,식약처 DUR 병용금기
사이클로스포린,아토르바스타틴,5,혈중농도 상승 및 근육병증/횡문근융해증 위험성 증가,,,식약처 DUR 병용금기
로바스타틴,사이클로스포린,5,혈중농도 상승 및 근육병증/횡문근융해증 위험성 증가,,,식약처 DUR 병용금기
사이클로스포린,피타바스타틴,5,혈중농도 상승 및 근육병증/횡문근융해증 위험성 증가,,,식약처 DUR 병용금기
라사길린,슈도에페드린,5,"고혈압, 빈맥 유발",,,식약처 DUR 병용금기
덱스브롬페니라민,라사길린,5,"고혈압, 빈맥 유발",,,식약처 DUR 병용금기
기메라실,플루오로우라실,5,해당 약물 병용 시 gimeracil에 의해 fluoropyrimidine 계열 약물의 대사가 감소하여 항암제의 독성이 증가 gimeracil/oteracil/tegafur 투여 중 및 종료 후 7일 간 해당 성분 투여 금기,,,식약처 DUR 병용금기
기메라실,카페시타빈,5,해당 약물 병용 시 gimeracil에 의해 fluoropyrimidine 계열 약물의 대사가 감소하여 항암제의 독성이 증가 gimeracil/oteracil/tegafur 투여 중 및 종료 후 7일 간 해당 성분 투여 금기,,,식약처 DUR 병용금기
기메라실,독시플루리딘,5,해당 약물 병용 시 gimeracil에 의해 fluoropyrimidine 계열 약물의 대사가 감소하여 항암제의 독성이 증가 gimeracil/oteracil/tegafur 투여 중 및 종료 후 7일 간 해당 성분 투여 금기,,,식약처 DUR 병용금기
메토트렉세이트,설파메톡사졸,5,신세뇨관에서 methotrexate 배설이 지연되어 methotrexate의 혈액학적 독성 증가,,,식약처 DUR 병용금기
글레카프레비르,아타자나비르,5,Glecaprevir의 혈장 농도가 유의하게 증가하여 ALT 상승 위험 증가 가능,,,식약처 DUR 병용금기
글레카프레비르,아토르바스타틴,5,횡문근융해증을 비롯한 근육질환 등 중증 이상반응,,,식약처 DUR 병용금기
글레카프레비르,심바스타틴,5,횡문근융해증을 비롯한 근육질환 등 중증 이상반응,,,식약처 DUR 병용금기
글레카프레비르,카르바마제핀,5,Glecaprevir와 Pibrentasvir의 혈장 농도가 유의하게 감소하여 이 약의 바이러스학적 반응 감소 가능,,,식약처 DUR 병용금기
글레카프레비르,페니토인,5,Glecaprevir와 Pibrentasvir의 혈장 농도가 유의하게 감소하여 이 약의 바이러스학적 반응 감소 가능,,,식약처 DUR 병용금기
글레카프레비르,리팜피신,5,Glecaprevir와 Pibrentasvir의 혈장 농도가 유의하게 감소하여 이 약의 바이러스학적 반응 감소 가능,,,식약처 DUR 병용금기
글레카프레비르,세인트존스워트,5,Glecaprevir와 Pibrentasvir의 혈장 농도가 유의하게 감소하여 이 약의 바이러스학적 반응 감소 가능,,,식약처 DUR 병용금기
레테르모비르,피모짓,5,"QT 연장, 심실성 빈맥, 심실세동 및 torsades de pointes 등 심독성위험 증가",,,식약처 DUR 병용금기
레테르모비르,에르고타민,5,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",,,식약처 DUR 병용금기
레테르모비르,메틸에르고메트린,5,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",,,식약처 DUR 병용금기
네투피탄트,리팜피신,5,Netupitant의 혈중농도 감소,,,식약처 DUR 병용금기
아타자나비르,테고프라잔,5,위장 pH의 증가로 atazanavir의 흡수가 저하되어 atazanavir의 치료효과 감소,,,식약처 DUR 병용금기
릴피비린,테고프라잔,5,위장 pH의 증가로 rilpivirine의 흡수가 저하되어 rilpivirine의 치료효과 감소,,,식약처 DUR 병용금기
제미플록사신,할로페리돌,5,QT간격 연장 위험 증가,,,식약처 DUR 병용금기
아미오다론,히드록시클로로퀸,5,"심실성 부정맥, 서맥, 심장 전도장애를 포함한 심장 부정맥 위험성 증가",,,식약처 DUR 병용금기
디발프로엑스,메플로퀸,5,메플로퀸은 발프로산의 대사를 증가시키며 경련 효과를 가지고 있으므로 병용투여 시 간질성 발작이 일어날 수 있음,,,식약처 DUR 병용금기
펜타미딘,포스카네트,5,"신장 손상 악화, 저칼슘혈증이 일어날 수 있음",,,식약처 DUR 병용금기
디페니실라민,히스티딘아연,5,아연 흡수를 저해하거나 배출을 증가시킴,,,식약처 DUR 병용금기
데피브로타이드,알테플라제,5,출혈 위험 증가,,,식약처 DUR 병용금기
데피브로타이드,테넥테플라제,5,출혈 위험 증가,,,식약처 DUR 병용금기
오미데네팍이소프로필,타플루프로스트,5,"중등도 이상의 눈부심, 홍채염 등의 안염증이 유발될 우려가 있음",,,식약처 DUR 병용금기
빅테그라비르,아데포비어디피복실,5,양쪽 약물 모두 혈장농도 상승 가능,,,식약처 DUR 병용금기
라미부딘,빅테그라비르,5,"라미부딘이 엠트리시타빈의 세포내 인산화를 저해할 수도 있음, 동일한 역전사효소 유전자(M184V) 변이를 통해 바이러스 내성 기전이 일어나므로 병용 시 치료 효과가 제한적일 수 있음",,,식약처 DUR 병용금기
라놀라진,이트라코나졸,5,라놀라진의 혈장 농도 증가,,,식약처 DUR 병용금기
도라비린,아데포비어디피복실,5,뉴클레오시드 유사체 단독투여 또는 다른 항레트로바이러스제를 병용투여했을 때 치명적인 사례를 포함한 유산산증과 지방증을 동반한 중증 간비대가 보고됨,,,식약처 DUR 병용금기
아타자나비르,엘바스비르,5,그라조프레비르의 혈장 농도가 유의하게 증가하여 ALT 상승 위험 증가 가능,,,식약처 DUR 병용금기
페르페나진,할로페리돌,5,QT간격 연장 위험 증가,,,식약처 DUR 병용금기
리토나비르,트리아졸람,5,"진정작용의 연장 또는 증가, 호흡 저하",,,식약처 DUR 병용금기
세인트존스워트,이리노테칸,5,이리노테칸 활성 대사물(SN-38)의 혈중 농도가 저하되어 작용 감소,,,식약처 DUR 병용금기
리네졸리드,셀레길린염산염,5,"고혈압 위기의 위험 증가, 투여중지 후 MAO 억제제인 다른 약물을 투여하기까지 적어도 14일 이상 사이를 두어야 함",,,식약처 DUR 병용금기
푸시딘산,플루바스타틴,5,"횡문근융해증, 근무력증, 동통 발생 가능",,,식약처 DUR 병용금기
로바스타틴,푸시딘산,5,"근육병증, 횡문근융해 위험 증가 가능",,,식약처 DUR 병용금기
푸시딘산,피타바스타틴,5,신기능 악화를 수반하는 횡문근융해증 발현 가능,,,식약처 DUR 병용금기
푸시딘산,프라바스타틴,5,"횡문근융해증, 근무력증, 동통 발생 가",,,식약처 DUR 병용금기
로수바스타틴,푸시딘산,5,횡문근융해증을 포함한 근육 관련 이상반응 보고,,,식약처 DUR 병용금기
니르마트렐비르,심바스타틴,5,- 횡문근융해증을 포함하는 근육병증의 잠재적인 가능성,,,식약처 DUR 병용금기
실데나필,이소소르비드이질산염,5,혈관확장작용 증가로 저혈압 효과 상승,,,식약처 DUR 병용금기
이소소르비드이질산염,타다라필,5,혈압강하작용 증가,,,식약처 DUR 병용금기
유데나필,이소소르비드이질산염,5,혈압강하작용 증가,,,식약처 DUR 병용금기
